,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,Target
Cheez-150_814-top-4,-18.0,0.0,-18.0,0.0,-24.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,19.0,1.0,0.0,3.0,39.0,4.0,40.0,4.0,79.0,1.0,0.0,Cheez
Cheez-150_814-top-5,-22.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,-2.0,19.0,0.0,24.0,-3.0,16.0,1.0,0.0,3.0,52.0,4.0,60.0,4.0,81.0,1.0,0.0,Cheez
Cheez-150_814-top-6,-17.0,0.0,-19.0,0.0,-24.0,0.0,1.0,0.0,-3.0,25.0,0.0,24.0,-4.0,15.0,1.0,0.0,4.0,59.0,3.0,61.0,3.0,66.0,1.0,0.0,Cheez
Cheez-150_814-top-7,-16.0,0.0,-16.0,0.0,-23.0,0.0,1.0,0.0,-1.0,20.0,-1.0,22.0,-4.0,16.0,1.0,0.0,4.0,60.0,3.0,65.0,3.0,86.0,1.0,0.0,Cheez
Cheez-150_814-top-8,-22.0,0.0,-24.0,0.0,-24.0,0.0,1.0,0.0,-2.0,20.0,-1.0,20.0,-3.0,16.0,1.0,0.0,4.0,57.0,3.0,57.0,3.0,71.0,1.0,0.0,Cheez
Cheez-150_814-top-9,-16.0,0.0,-17.0,0.0,-22.0,0.0,0.0,0.0,-1.0,19.0,0.0,25.0,-3.0,15.0,1.0,0.0,3.0,65.0,3.0,73.0,4.0,86.0,1.0,0.0,Cheez
Cheez-50_432-right-0,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,0.0,7.0,1.0,11.0,-1.0,18.0,1.0,0.0,1.0,11.0,1.0,11.0,-2.0,19.0,1.0,0.0,Cheez
Cheez-50_432-right-1,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,2.0,6.0,2.0,5.0,0.0,13.0,1.0,0.0,5.0,15.0,5.0,15.0,5.0,29.0,1.0,0.0,Cheez
Cheez-50_432-right-2,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,0.0,7.0,2.0,3.0,-1.0,20.0,1.0,0.0,0.0,7.0,2.0,5.0,-2.0,21.0,1.0,0.0,Cheez
Cheez-50_432-right-3,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,3.0,5.0,3.0,6.0,0.0,12.0,1.0,0.0,5.0,14.0,4.0,17.0,5.0,32.0,1.0,0.0,Cheez
Cheez-50_432-right-4,-25.0,0.0,-27.0,3.0,-25.0,0.0,1.0,0.0,0.0,6.0,2.0,5.0,-1.0,18.0,1.0,0.0,1.0,6.0,2.0,8.0,-1.0,18.0,1.0,0.0,Cheez
Cheez-50_432-right-5,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,0.0,12.0,1.0,0.0,5.0,15.0,5.0,12.0,4.0,27.0,1.0,0.0,Cheez
Cheez-50_432-right-6,-24.0,0.0,-23.0,0.0,-25.0,0.0,1.0,0.0,1.0,7.0,2.0,5.0,-1.0,16.0,1.0,0.0,1.0,7.0,2.0,8.0,-1.0,16.0,1.0,0.0,Cheez
Cheez-50_432-right-7,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,2.0,5.0,2.0,7.0,0.0,14.0,1.0,0.0,2.0,6.0,2.0,8.0,0.0,15.0,1.0,0.0,Cheez
Cheez-50_432-right-8,-24.0,0.0,-25.0,0.0,-24.0,0.0,1.0,0.0,2.0,4.0,-1.0,4.0,0.0,13.0,0.0,0.0,2.0,4.0,3.0,5.0,0.0,14.0,1.0,0.0,Cheez
Cheez-50_432-right-9,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,2.0,5.0,1.0,7.0,0.0,16.0,1.0,0.0,2.0,6.0,2.0,8.0,0.0,16.0,1.0,0.0,Cheez
Cheez-50_432-top-0,-21.0,0.0,-23.0,0.0,-24.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,10.0,1.0,0.0,4.0,8.0,4.0,8.0,4.0,37.0,1.0,0.0,Cheez
Cheez-50_432-top-1,-20.0,0.0,-20.0,0.0,-24.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,-1.0,21.0,0.0,0.0,0.0,3.0,1.0,1.0,-1.0,21.0,1.0,0.0,Cheez
Cheez-50_432-top-2,-16.0,0.0,-18.0,0.0,-22.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,16.0,1.0,0.0,4.0,9.0,4.0,7.0,4.0,38.0,1.0,0.0,Cheez
Cheez-50_432-top-3,-22.0,0.0,-21.0,0.0,-24.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0,20.0,1.0,0.0,4.0,9.0,4.0,4.0,3.0,28.0,1.0,0.0,Cheez
Cheez-50_432-top-4,-24.0,0.0,-24.0,0.0,-24.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,-1.0,21.0,1.0,0.0,0.0,2.0,0.0,3.0,-1.0,21.0,1.0,0.0,Cheez
Cheez-50_432-top-5,-16.0,0.0,-17.0,0.0,-23.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,15.0,2.0,4.0,3.0,10.0,4.0,8.0,4.0,46.0,1.0,0.0,Cheez
Cheez-50_432-top-6,-23.0,0.0,-24.0,0.0,-24.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,-1.0,20.0,1.0,0.0,0.0,5.0,1.0,3.0,-1.0,21.0,1.0,0.0,Cheez
Cheez-50_432-top-7,-18.0,0.0,-19.0,0.0,-24.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,-1.0,20.0,1.0,0.0,4.0,12.0,4.0,9.0,3.0,42.0,1.0,0.0,Cheez
Cheez-50_432-top-8,-18.0,0.0,-19.0,0.0,-24.0,0.0,1.0,0.0,0.0,6.0,1.0,2.0,-1.0,19.0,1.0,0.0,4.0,14.0,4.0,9.0,3.0,50.0,1.0,4.0,Cheez
Cheez-50_432-top-9,-22.0,0.0,-22.0,0.0,-24.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,20.0,1.0,0.0,4.0,14.0,3.0,9.0,3.0,44.0,1.0,0.0,Cheez
Cheez-50_50-right-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-right-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-right-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-right-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-right-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-right-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-right-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-right-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-right-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-right-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-top-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-top-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-top-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-top-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-top-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-top-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-top-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-top-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-top-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_50-top-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheez
Cheez-50_814-right-0,-24.0,0.0,-24.0,0.0,-25.0,0.0,2.0,1.0,3.0,0.0,3.0,6.0,1.0,10.0,2.0,0.0,5.0,8.0,5.0,14.0,5.0,43.0,2.0,0.0,Cheez
Cheez-50_814-right-1,-24.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,1.0,2.0,0.0,11.0,-1.0,19.0,2.0,0.0,4.0,12.0,4.0,17.0,5.0,46.0,2.0,0.0,Cheez
Cheez-50_814-right-2,-24.0,0.0,-24.0,0.0,-26.0,0.0,2.0,0.0,1.0,2.0,1.0,10.0,-1.0,19.0,2.0,0.0,5.0,18.0,4.0,19.0,4.0,44.0,2.0,0.0,Cheez
Cheez-50_814-right-3,-24.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,0.0,4.0,1.0,9.0,-1.0,19.0,1.0,0.0,5.0,16.0,4.0,16.0,4.0,48.0,1.0,0.0,Cheez
Cheez-50_814-right-4,-25.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,0.0,5.0,1.0,11.0,-1.0,19.0,2.0,0.0,5.0,14.0,4.0,16.0,5.0,37.0,1.0,1.0,Cheez
Cheez-50_814-right-5,-24.0,0.0,-24.0,0.0,-24.0,0.0,2.0,0.0,0.0,5.0,2.0,11.0,-1.0,18.0,2.0,0.0,5.0,16.0,4.0,14.0,5.0,37.0,2.0,0.0,Cheez
Cheez-50_814-right-6,-25.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,0.0,3.0,1.0,11.0,-1.0,17.0,2.0,0.0,5.0,14.0,5.0,19.0,5.0,39.0,2.0,0.0,Cheez
Cheez-50_814-right-7,-24.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,0.0,2.0,1.0,11.0,-1.0,17.0,2.0,0.0,5.0,12.0,3.0,17.0,5.0,47.0,2.0,0.0,Cheez
Cheez-50_814-right-8,-25.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,1.0,2.0,1.0,12.0,-1.0,18.0,1.0,0.0,5.0,14.0,4.0,20.0,5.0,38.0,2.0,0.0,Cheez
Cheez-50_814-right-9,-24.0,0.0,-24.0,0.0,-25.0,0.0,2.0,0.0,0.0,5.0,1.0,11.0,-1.0,17.0,2.0,0.0,5.0,14.0,4.0,17.0,4.0,36.0,2.0,0.0,Cheez
Cheez-50_814-top-0,-23.0,0.0,-22.0,0.0,-24.0,0.0,1.0,0.0,0.0,8.0,0.0,12.0,-1.0,17.0,1.0,1.0,4.0,22.0,3.0,24.0,3.0,47.0,1.0,1.0,Cheez
Cheez-50_814-top-1,-17.0,0.0,-19.0,0.0,-23.0,0.0,1.0,1.0,0.0,6.0,0.0,11.0,-1.0,17.0,1.0,1.0,4.0,11.0,3.0,16.0,4.0,42.0,1.0,1.0,Cheez
Cheez-50_814-top-2,-16.0,-1.0,-18.0,0.0,-23.0,0.0,5.0,0.0,1.0,2.0,0.0,7.0,-1.0,20.0,1.0,1.0,4.0,13.0,3.0,15.0,3.0,52.0,1.0,1.0,Cheez
Cheez-50_814-top-3,-21.0,0.0,-23.0,0.0,-24.0,0.0,1.0,1.0,0.0,4.0,0.0,7.0,-1.0,20.0,1.0,6.0,4.0,16.0,3.0,14.0,3.0,53.0,1.0,1.0,Cheez
Cheez-50_814-top-4,-17.0,0.0,-20.0,0.0,-23.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,-1.0,21.0,1.0,1.0,4.0,12.0,3.0,10.0,4.0,43.0,5.0,1.0,Cheez
Cheez-50_814-top-5,-20.0,0.0,-22.0,0.0,-24.0,0.0,1.0,1.0,0.0,3.0,0.0,7.0,-1.0,19.0,1.0,1.0,4.0,11.0,4.0,13.0,4.0,42.0,1.0,1.0,Cheez
Cheez-50_814-top-6,-22.0,0.0,-24.0,0.0,-24.0,0.0,1.0,1.0,0.0,3.0,0.0,7.0,-1.0,22.0,1.0,1.0,3.0,11.0,3.0,13.0,4.0,48.0,1.0,1.0,Cheez
Cheez-50_814-top-7,-19.0,0.0,-20.0,0.0,-24.0,0.0,1.0,0.0,0.0,3.0,1.0,5.0,-1.0,19.0,1.0,1.0,4.0,16.0,3.0,13.0,4.0,43.0,1.0,0.0,Cheez
Cheez-50_814-top-8,-19.0,0.0,-21.0,0.0,-24.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,-1.0,23.0,1.0,1.0,4.0,10.0,4.0,10.0,4.0,49.0,1.0,0.0,Cheez
Cheez-50_814-top-9,-23.0,0.0,-22.0,0.0,-24.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,-1.0,22.0,5.0,1.0,4.0,10.0,3.0,12.0,4.0,46.0,1.0,1.0,Cheez
Coffeecup-100_470-back-0,-21.0,0.0,-24.0,-1.0,-25.0,0.0,0.0,0.0,-21.0,27.0,-19.0,32.0,-17.0,21.0,0.0,0.0,-11.0,56.0,-13.0,81.0,-12.0,82.0,0.0,0.0,Coffeecup
Coffeecup-100_470-back-1,-23.0,2.0,-22.0,0.0,-25.0,0.0,0.0,0.0,-22.0,34.0,-18.0,36.0,-19.0,17.0,0.0,0.0,-12.0,74.0,-12.0,68.0,-11.0,66.0,0.0,0.0,Coffeecup
Coffeecup-100_470-back-2,-20.0,1.0,-20.0,0.0,-25.0,0.0,0.0,0.0,-22.0,31.0,-19.0,36.0,-18.0,16.0,0.0,0.0,-12.0,68.0,-12.0,81.0,-13.0,75.0,0.0,0.0,Coffeecup
Coffeecup-100_470-back-3,-24.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-18.0,29.0,-19.0,36.0,-18.0,17.0,0.0,0.0,-11.0,61.0,-13.0,66.0,-13.0,65.0,0.0,0.0,Coffeecup
Coffeecup-100_470-back-4,-19.0,0.0,-24.0,0.0,-24.0,0.0,0.0,0.0,-19.0,22.0,-18.0,28.0,-18.0,26.0,1.0,0.0,-17.0,24.0,-19.0,29.0,-19.0,26.0,0.0,0.0,Coffeecup
Coffeecup-100_470-back-5,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-20.0,32.0,-19.0,36.0,-18.0,17.0,4.0,0.0,-11.0,47.0,-11.0,51.0,-14.0,51.0,0.0,0.0,Coffeecup
Coffeecup-100_470-back-6,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-19.0,32.0,-18.0,34.0,-18.0,17.0,0.0,0.0,-13.0,74.0,-11.0,76.0,-12.0,82.0,4.0,0.0,Coffeecup
Coffeecup-100_470-back-7,-17.0,2.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-19.0,30.0,-18.0,35.0,-18.0,17.0,0.0,0.0,-11.0,65.0,-11.0,68.0,-11.0,75.0,0.0,0.0,Coffeecup
Coffeecup-100_470-back-8,-24.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-19.0,30.0,-17.0,32.0,-17.0,18.0,0.0,0.0,-12.0,68.0,-11.0,86.0,-13.0,77.0,0.0,0.0,Coffeecup
Coffeecup-100_470-back-9,-22.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-20.0,30.0,-18.0,33.0,-18.0,19.0,1.0,0.0,-11.0,62.0,-11.0,65.0,-9.0,65.0,0.0,0.0,Coffeecup
Coffeecup-100_470-right-0,-19.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-17.0,15.0,-15.0,21.0,-17.0,27.0,1.0,0.0,-13.0,37.0,-13.0,31.0,-11.0,54.0,1.0,0.0,Coffeecup
Coffeecup-100_470-right-1,-24.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-16.0,24.0,-17.0,27.0,-17.0,19.0,0.0,0.0,-16.0,26.0,-17.0,28.0,-17.0,19.0,0.0,0.0,Coffeecup
Coffeecup-100_470-right-2,-20.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-20.0,24.0,-17.0,22.0,-17.0,28.0,1.0,0.0,-12.0,44.0,-13.0,37.0,-11.0,62.0,1.0,0.0,Coffeecup
Coffeecup-100_470-right-3,-19.0,0.0,-23.0,0.0,-25.0,0.0,0.0,0.0,-20.0,26.0,-17.0,24.0,-17.0,31.0,1.0,0.0,-20.0,31.0,-17.0,25.0,-17.0,33.0,1.0,0.0,Coffeecup
Coffeecup-100_470-right-4,-21.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-22.0,27.0,-17.0,24.0,-17.0,30.0,0.0,0.0,-23.0,33.0,-17.0,26.0,-17.0,34.0,1.0,0.0,Coffeecup
Coffeecup-100_470-right-5,-21.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-17.0,26.0,-16.0,26.0,-17.0,18.0,0.0,0.0,-21.0,30.0,-16.0,28.0,-14.0,22.0,1.0,1.0,Coffeecup
Coffeecup-100_470-right-6,-19.0,1.0,-23.0,0.0,-25.0,0.0,1.0,0.0,-21.0,21.0,-17.0,21.0,-17.0,30.0,1.0,0.0,-12.0,54.0,-11.0,38.0,-11.0,72.0,0.0,0.0,Coffeecup
Coffeecup-100_470-right-7,-22.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-22.0,24.0,-17.0,22.0,-17.0,32.0,0.0,0.0,-12.0,51.0,-13.0,51.0,-11.0,68.0,1.0,0.0,Coffeecup
Coffeecup-100_470-right-8,-25.0,0.0,-25.0,0.0,-25.0,0.0,1.0,0.0,-21.0,34.0,-16.0,27.0,-19.0,28.0,1.0,0.0,-20.0,37.0,-16.0,28.0,-19.0,35.0,0.0,0.0,Coffeecup
Coffeecup-100_470-right-9,-24.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-17.0,26.0,-15.0,25.0,-17.0,30.0,1.0,0.0,-19.0,31.0,-16.0,27.0,-17.0,32.0,1.0,0.0,Coffeecup
Coffeecup-100_470-top-0,-19.0,0.0,-21.0,0.0,-25.0,0.0,3.0,0.0,-17.0,40.0,-18.0,22.0,-17.0,34.0,3.0,0.0,-13.0,65.0,-11.0,44.0,-12.0,74.0,3.0,0.0,Coffeecup
Coffeecup-100_470-top-1,-18.0,1.0,-21.0,-1.0,-22.0,0.0,2.0,0.0,-19.0,34.0,-18.0,36.0,-16.0,20.0,3.0,0.0,-19.0,34.0,-19.0,37.0,-17.0,20.0,3.0,0.0,Coffeecup
Coffeecup-100_470-top-2,-19.0,0.0,-21.0,0.0,-24.0,0.0,3.0,0.0,-18.0,35.0,-18.0,25.0,-17.0,32.0,2.0,0.0,-16.0,39.0,-18.0,25.0,-17.0,32.0,3.0,3.0,Coffeecup
Coffeecup-100_470-top-3,-18.0,2.0,-20.0,3.0,-23.0,0.0,3.0,0.0,-17.0,26.0,-17.0,28.0,-17.0,30.0,3.0,0.0,-19.0,29.0,-17.0,28.0,-18.0,30.0,3.0,0.0,Coffeecup
Coffeecup-100_470-top-4,-18.0,1.0,-20.0,0.0,-23.0,0.0,2.0,0.0,-19.0,34.0,-18.0,26.0,-18.0,33.0,3.0,0.0,-17.0,35.0,-18.0,27.0,-18.0,32.0,3.0,0.0,Coffeecup
Coffeecup-100_470-top-5,-20.0,0.0,-22.0,0.0,-25.0,0.0,2.0,0.0,-16.0,35.0,-18.0,24.0,-17.0,34.0,3.0,0.0,-14.0,44.0,-18.0,25.0,-18.0,34.0,3.0,8.0,Coffeecup
Coffeecup-100_470-top-6,-17.0,2.0,-20.0,0.0,-21.0,0.0,3.0,0.0,-17.0,29.0,-18.0,26.0,-18.0,34.0,3.0,0.0,-17.0,32.0,-18.0,26.0,-18.0,33.0,3.0,0.0,Coffeecup
Coffeecup-100_470-top-7,-19.0,0.0,-22.0,0.0,-25.0,0.0,2.0,0.0,-17.0,33.0,-18.0,27.0,-18.0,32.0,3.0,0.0,-15.0,36.0,-19.0,27.0,-18.0,32.0,3.0,0.0,Coffeecup
Coffeecup-100_470-top-8,-19.0,0.0,-21.0,2.0,-25.0,0.0,3.0,0.0,-19.0,37.0,-18.0,23.0,-17.0,36.0,3.0,0.0,-14.0,41.0,-18.0,23.0,-18.0,36.0,2.0,0.0,Coffeecup
Coffeecup-100_470-top-9,-19.0,2.0,-20.0,3.0,-22.0,0.0,3.0,0.0,-18.0,40.0,-18.0,29.0,-18.0,30.0,3.0,0.0,-16.0,44.0,-19.0,29.0,-18.0,30.0,3.0,0.0,Coffeecup
Coffeecup-100_843-back-0,-16.0,2.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-18.0,23.0,-19.0,31.0,-16.0,19.0,1.0,0.0,-12.0,65.0,-11.0,63.0,-12.0,79.0,1.0,0.0,Coffeecup
Coffeecup-100_843-back-1,-17.0,1.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-20.0,28.0,-19.0,31.0,-19.0,24.0,1.0,0.0,-11.0,61.0,-11.0,57.0,-12.0,73.0,0.0,0.0,Coffeecup
Coffeecup-100_843-back-2,-23.0,1.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-18.0,25.0,-19.0,32.0,-17.0,20.0,1.0,0.0,-12.0,65.0,-11.0,86.0,-12.0,86.0,1.0,0.0,Coffeecup
Coffeecup-100_843-back-3,-20.0,1.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-20.0,32.0,-18.0,31.0,-20.0,25.0,1.0,0.0,-12.0,62.0,-11.0,58.0,-12.0,81.0,0.0,0.0,Coffeecup
Coffeecup-100_843-back-4,-23.0,1.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-20.0,29.0,-18.0,32.0,-19.0,23.0,0.0,0.0,-11.0,61.0,-11.0,47.0,-11.0,77.0,0.0,0.0,Coffeecup
Coffeecup-100_843-back-5,-18.0,1.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-17.0,23.0,-19.0,32.0,-17.0,19.0,1.0,0.0,-11.0,57.0,-11.0,78.0,-11.0,78.0,0.0,0.0,Coffeecup
Coffeecup-100_843-back-6,-22.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-21.0,29.0,-18.0,31.0,-17.0,20.0,1.0,0.0,-11.0,57.0,-11.0,48.0,-12.0,68.0,1.0,0.0,Coffeecup
Coffeecup-100_843-back-7,-18.0,3.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-18.0,26.0,-19.0,32.0,-17.0,19.0,1.0,0.0,-12.0,67.0,-11.0,75.0,-12.0,84.0,0.0,0.0,Coffeecup
Coffeecup-100_843-back-8,-24.0,0.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-21.0,30.0,-18.0,29.0,-17.0,20.0,1.0,0.0,-11.0,57.0,-11.0,56.0,-12.0,73.0,0.0,0.0,Coffeecup
Coffeecup-100_843-back-9,-22.0,1.0,-24.0,0.0,-25.0,0.0,1.0,0.0,-21.0,29.0,-18.0,31.0,-17.0,19.0,1.0,0.0,-12.0,60.0,-11.0,52.0,-12.0,66.0,1.0,0.0,Coffeecup
Coffeecup-100_843-right-0,-21.0,0.0,-24.0,0.0,-25.0,0.0,0.0,0.0,-16.0,18.0,-16.0,22.0,-17.0,28.0,1.0,0.0,-12.0,51.0,-13.0,45.0,-11.0,86.0,1.0,0.0,Coffeecup
Coffeecup-100_843-right-1,-20.0,0.0,-22.0,0.0,-25.0,0.0,0.0,0.0,-21.0,26.0,-17.0,23.0,-17.0,28.0,1.0,0.0,-12.0,57.0,-13.0,47.0,-11.0,86.0,1.0,0.0,Coffeecup
Coffeecup-100_843-right-2,-25.0,0.0,-26.0,0.0,-25.0,0.0,1.0,0.0,-21.0,24.0,-17.0,22.0,-17.0,30.0,0.0,0.0,-12.0,59.0,-13.0,46.0,-12.0,85.0,1.0,0.0,Coffeecup
Coffeecup-100_843-right-3,-24.0,2.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-22.0,39.0,-17.0,22.0,-17.0,30.0,4.0,0.0,-12.0,61.0,-13.0,41.0,-11.0,84.0,0.0,0.0,Coffeecup
Coffeecup-100_843-right-4,-20.0,0.0,-23.0,0.0,-25.0,0.0,0.0,0.0,-21.0,26.0,-17.0,24.0,-17.0,29.0,0.0,0.0,-12.0,54.0,-13.0,47.0,-11.0,86.0,0.0,0.0,Coffeecup
Coffeecup-100_843-right-5,-19.0,0.0,-23.0,1.0,-25.0,0.0,0.0,0.0,-22.0,30.0,-17.0,25.0,-17.0,27.0,1.0,0.0,-12.0,59.0,-13.0,51.0,-11.0,84.0,0.0,0.0,Coffeecup
Coffeecup-100_843-right-6,-18.0,1.0,-22.0,0.0,-24.0,0.0,1.0,0.0,-20.0,26.0,-17.0,23.0,-17.0,27.0,1.0,0.0,-12.0,64.0,-13.0,63.0,-11.0,86.0,1.0,0.0,Coffeecup
Coffeecup-100_843-right-7,-23.0,0.0,-25.0,0.0,-25.0,0.0,0.0,0.0,-20.0,27.0,-17.0,24.0,-17.0,26.0,1.0,0.0,-12.0,63.0,-13.0,60.0,-11.0,86.0,0.0,0.0,Coffeecup
